Time_us,Ticks,PWM
2320251,2871,800
2321991,2876,800
2323739,2881,800
2325487,2886,800
2327231,2891,800
2328972,2896,800
2330719,2901,800
2332464,2907,800
2334212,2912,800
2335952,2917,800
2337700,2922,800
2339441,2927,800
2341189,2932,800
2342929,2937,800
2344673,2942,800
2346416,2947,800
2348160,2952,800
2349900,2957,800
2351645,2962,800
2353387,2967,800
2355131,2972,800
2356871,2977,800
2358620,2982,800
2360364,2987,800
2362108,2993,800
2363848,2998,800
2365597,3003,800
2367343,3008,800
2369087,3013,800
2370827,3018,800
2372574,3023,800
2374316,3028,800
2376060,3033,800
2377802,3038,800
2379551,3043,800
2381291,3048,800
2383035,3053,800
2384776,3058,800
2386528,3063,800
2388268,3068,800
2390012,3073,800
2391756,3079,800
2393505,3084,800
2395246,3089,800
2396989,3094,800
2398734,3099,800
2400486,3104,800
2402226,3109,800
2403970,3114,800
2405712,3119,800
2407461,3124,800
2409205,3129,800
2410949,3134,800
2412689,3139,800
2414433,3144,800
2416178,3149,800
2417922,3154,800
2419662,3160,800
2421409,3165,800
2423150,3170,800
2424894,3175,800
2426634,3180,800
2428380,3185,800
2430120,3190,800
2431864,3195,800
2433610,3200,800
2435356,3205,800
2437096,3210,800
2438840,3215,800
2440582,3220,800
2442329,3225,800
2444072,3230,800
2445816,3235,800
2447562,3240,800
2449307,3246,800
2451049,3251,800
2452796,3256,800
2454540,3261,800
2456284,3266,800
2458025,3271,800
2459768,3276,800
2461513,3281,800
2463256,3286,800
2464997,3291,800
2466745,3296,800
2468494,3301,800
2470237,3306,800
2471978,3311,800
2473726,3317,800
2475471,3322,800
2477219,3327,800
2478959,3332,800
2480705,3337,800
2482452,3342,800
2484200,3347,800
2485940,3352,800
2487684,3357,800
2489425,3362,800
2491173,3367,800
2492913,3372,800
2494658,3377,800
2496399,3382,800
2498143,3387,800
2499883,3392,800
2501628,3397,800
2503368,3402,800
2505112,3407,800
2506853,3413,800
2508602,3418,800
2510345,3423,800
2512089,3428,800
2513830,3433,800
2515577,3438,800
2517319,3443,800
2519063,3448,800
2520810,3453,800
2522559,3458,800
2524300,3463,800
2526046,3468,800
2527790,3473,800
2529542,3478,800
2531282,3483,800
2533026,3488,800
2534768,3493,800
2536516,3498,800
2538256,3503,800
2540000,3508,800
2541745,3514,800
2543495,3519,800
2545236,3524,800
2546980,3529,800
2548725,3534,800
2550472,3539,800
2552215,3544,800
2553959,3549,800
2555703,3554,800
2557454,3559,800
2559198,3564,800
2560942,3569,800
2562682,3574,800
2564427,3579,800
2566171,3584,800
2567915,3589,800
2569658,3595,800
2571406,3600,800
2573147,3605,800
2574891,3610,800
2576632,3615,800
2578377,3620,800
2580117,3625,800
2581861,3630,800
2583610,3635,800
2585356,3640,800
2587096,3645,800
2588840,3650,800
2590582,3655,800
2592329,3660,800
2594072,3665,800
2595816,3670,800
2597562,3675,800
2599307,3681,800
2601049,3686,800
2602796,3691,800
2604540,3696,800
2606284,3701,800
2608025,3706,800
2609768,3711,800
2611513,3716,800
2613257,3721,800
2614997,3726,800
2616745,3731,800
2618494,3736,800
2620238,3741,800
2621978,3746,800
2623726,3751,800
2625471,3756,800
2627219,3762,800
2628959,3767,800
2630705,3772,800
2632451,3777,800
2634199,3782,800
2635940,3787,800
2637684,3792,800
2639425,3797,800
2641173,3802,800
2642913,3807,800
2644658,3812,800
2646400,3817,800
2648143,3822,800
2649884,3827,800
2651628,3832,800
2653369,3837,800
2655113,3842,800
2656853,3847,800
2658602,3852,800
2660346,3857,800
2662090,3862,800
2663830,3867,800
2665578,3873,800
2667320,3878,800
2669064,3883,800
2670808,3888,800
2672557,3893,800
2674298,3898,800
2676043,3903,800
2677784,3908,800
2679534,3913,800
2681274,3918,800
2683018,3923,800
2684761,3928,800
2686511,3933,800
2688251,3938,800
2689995,3943,800
2691739,3948,800
2693490,3953,800
2695231,3959,800
2696974,3964,800
2698719,3969,800
2700467,3974,800
2702211,3979,800
2703955,3984,800
2705699,3989,800
2707448,3994,800
2709193,3999,800
2710937,4004,800
2712677,4009,800
2714423,4014,800
2716163,4019,800
2717907,4024,800
2719649,4029,800
2721393,4034,800
2723134,4039,800
2724877,4044,800
2726620,4049,800
2728368,4054,800
2730108,4059,800
2731852,4064,800
2733597,4069,800
2735345,4074,800
2737085,4079,800
2738829,4085,800
2740574,4090,800
2742319,4095,800
2744059,4100,800
2745803,4105,800
2747547,4110,800
2749291,4115,800
2751031,4120,800
2752778,4125,800
2754527,4130,800
2756271,4135,800
2758011,4140,800
2759759,4145,800
2761507,4151,800
2763251,4156,800
2764991,4161,800
2766739,4166,800
2768487,4171,800
2770231,4176,800
2771972,4181,800
2773720,4186,800
2775465,4191,800
2777212,4196,800
2778952,4201,800
2780700,4206,800
2782441,4211,800
2784189,4216,800
2785930,4221,800
2787673,4226,800
2789416,4231,800
2791160,4236,800
2792901,4242,800
2794646,4247,800
2796387,4252,800
2798131,4257,800
2799872,4262,800
2801620,4267,800
2803364,4272,800
2805108,4277,800
2806848,4282,800
2808597,4287,800
2810343,4292,800
2812087,4297,800
2813827,4302,800
2815574,4307,800
2817316,4312,800
2819060,4317,800
2820803,4322,800
2822551,4327,800
2824292,4332,800
2826036,4337,800
2827776,4343,800
2829528,4348,800
2831269,4353,800
2833012,4358,800
2834757,4363,800
2836507,4368,800
2838247,4373,800
2839991,4378,800
2841735,4383,800
2843487,4388,800
2845228,4393,800
2846972,4398,800
2848712,4403,800
2850461,4408,800
2852205,4413,800
2853949,4418,800
2855690,4423,800
2857434,4428,800
2859178,4433,800
2860922,4438,800
2862663,4443,800
2864409,4448,800
2866150,4453,800
2867893,4458,800
2869634,4464,800
2871380,4469,800
2873121,4474,800
2874865,4479,800
2876610,4484,800
2878356,4489,800
2880096,4494,800
2881840,4499,800
2883582,4504,800
2885329,4509,800
2887072,4514,800
2888816,4519,800
2890561,4524,800
2892306,4529,800
2894048,4534,800
2895795,4539,800
2897540,4544,800
2899284,4549,800
2901025,4554,800
2902773,4560,800
2904522,4565,800
2906266,4570,800
2908006,4575,800
2909754,4580,800
2911499,4585,800
2913243,4590,800
2914984,4595,800
2916732,4600,800
2918476,4605,800
2920224,4610,800
2921965,4615,800
2923711,4620,800
2925458,4625,800
2927207,4630,800
2928947,4635,800
2930691,4640,800
2932434,4645,800
2934182,4650,800
2935922,4655,800
2937666,4660,800
2939409,4665,800
2941153,4670,800
2942894,4675,800
2944638,4680,800
