Time_us,Ticks,PWM
2044712,2180,800
2046459,2184,800
2048207,2188,800
2049947,2192,800
2051691,2196,800
2053431,2201,800
2055180,2205,800
2056920,2209,800
2058664,2214,800
2060407,2218,800
2062151,2223,800
2063891,2227,800
2065635,2232,800
2067377,2236,800
2069121,2241,800
2070861,2246,800
2072611,2250,800
2074353,2255,800
2076097,2259,800
2077838,2264,800
2079585,2269,800
2081326,2274,800
2083071,2278,800
2084812,2283,800
2086561,2288,800
2088303,2292,800
2090048,2297,800
2091792,2302,800
2093542,2307,800
2095283,2312,800
2097027,2316,800
2098768,2321,800
2100516,2326,800
2102257,2331,800
2104001,2336,800
2105745,2341,800
2107496,2346,800
2109236,2351,800
2110980,2356,800
2112725,2361,800
2114473,2366,800
2116216,2370,800
2117960,2375,800
2119704,2380,800
2121455,2385,800
2123199,2390,800
2124943,2395,800
2126683,2400,800
2128428,2405,800
2130172,2410,800
2131916,2415,800
2133658,2420,800
2135404,2425,800
2137144,2430,800
2138888,2435,800
2140629,2440,800
2142374,2445,800
2144114,2451,800
2145858,2456,800
2147605,2461,800
2149354,2466,800
2151094,2471,800
2152838,2476,800
2154580,2481,800
2156326,2486,800
2158068,2491,800
2159812,2496,800
2161557,2501,800
2163302,2506,800
2165044,2512,800
2166792,2517,800
2168536,2522,800
2170280,2527,800
2172021,2532,800
2173767,2537,800
2175511,2542,800
2177255,2547,800
2178996,2552,800
2180743,2557,800
2182491,2562,800
2184235,2568,800
2185975,2573,800
2187723,2578,800
2189468,2583,800
2191215,2588,800
2192956,2593,800
2194703,2598,800
2196449,2603,800
2198198,2609,800
2199938,2614,800
2201682,2619,800
2203424,2624,800
2205172,2629,800
2206912,2634,800
2208659,2640,800
2210400,2645,800
2212143,2650,800
2213884,2655,800
2215628,2660,800
2217369,2665,800
2219113,2671,800
2220853,2676,800
2222602,2681,800
2224346,2686,800
2226090,2691,800
2227830,2697,800
2229578,2702,800
2231320,2707,800
2233064,2712,800
2234811,2717,800
2236560,2722,800
2238300,2728,800
2240046,2733,800
2241790,2738,800
2243542,2743,800
2245282,2748,800
2247027,2753,800
2248768,2758,800
2250516,2764,800
2252257,2769,800
2254001,2774,800
2255745,2779,800
2257496,2784,800
2259236,2789,800
2260980,2794,800
2262725,2800,800
2264473,2805,800
2266216,2810,800
2267960,2815,800
2269704,2820,800
2271454,2826,800
2273199,2831,800
2274942,2836,800
2276683,2841,800
2278427,2846,800
2280167,2851,800
2281911,2857,800
2283654,2862,800
2285398,2867,800
2287138,2872,800
2288882,2877,800
2290623,2882,800
2292368,2888,800
2294108,2893,800
2295852,2898,800
2297598,2903,800
2299346,2908,800
2301086,2914,800
2302830,2919,800
2304574,2924,800
2306319,2929,800
2308060,2934,800
2309803,2939,800
2311548,2945,800
2313292,2950,800
2315032,2955,800
2316778,2960,800
2318527,2965,800
2320271,2971,800
2322011,2976,800
2323759,2981,800
2325507,2986,800
2327251,2991,800
2328992,2997,800
2330740,3002,800
2332488,3007,800
2334232,3012,800
2335972,3017,800
2337721,3023,800
2339465,3028,800
2341212,3033,800
2342953,3038,800
2344700,3043,800
2346441,3048,800
2348189,3054,800
2349930,3059,800
2351674,3064,800
2353416,3069,800
2355160,3074,800
2356900,3079,800
2358645,3084,800
2360388,3090,800
2362132,3095,800
2363872,3100,800
2365620,3105,800
2367365,3110,800
2369109,3115,800
2370849,3121,800
2372598,3126,800
2374343,3131,800
2376087,3136,800
2377829,3141,800
2379576,3147,800
2381318,3152,800
2383062,3157,800
2384803,3162,800
2386552,3167,800
2388292,3172,800
2390036,3178,800
2391776,3183,800
2393528,3188,800
2395269,3193,800
2397012,3198,800
2398757,3204,800
2400506,3209,800
2402246,3214,800
2403990,3219,800
2405735,3224,800
2407486,3230,800
2409227,3235,800
2410971,3240,800
2412713,3245,800
2414461,3250,800
2416206,3256,800
2417950,3261,800
2419690,3266,800
2421436,3271,800
2423181,3276,800
2424925,3282,800
2426665,3287,800
2428411,3292,800
2430151,3297,800
2431895,3302,800
2433635,3307,800
2435381,3313,800
2437121,3318,800
2438865,3323,800
2440611,3328,800
2442356,3333,800
2444097,3338,800
2445841,3344,800
2447583,3349,800
2449330,3354,800
2451073,3359,800
2452816,3364,800
2454562,3369,800
2456307,3375,800
2458049,3380,800
2459797,3385,800
2461541,3390,800
2463285,3395,800
2465026,3401,800
2466774,3406,800
2468522,3411,800
2470266,3416,800
2472007,3421,800
2473754,3426,800
2475500,3432,800
2477244,3437,800
2478984,3442,800
2480732,3447,800
2482477,3452,800
2484225,3457,800
2485965,3463,800
2487711,3468,800
2489459,3473,800
2491207,3478,800
2492947,3483,800
2494691,3489,800
2496432,3494,800
2498180,3499,800
2499920,3504,800
2501664,3509,800
2503407,3514,800
2505151,3520,800
2506891,3525,800
2508635,3530,800
2510377,3535,800
2512121,3540,800
2513861,3546,800
2515611,3551,800
2517354,3556,800
2519098,3561,800
2520838,3566,800
2522583,3572,800
2524325,3577,800
2526070,3582,800
2527810,3587,800
2529559,3592,800
2531303,3597,800
2533048,3603,800
2534792,3608,800
2536541,3613,800
2538281,3618,800
2540025,3623,800
2541768,3628,800
2543516,3634,800
2545257,3639,800
2547001,3644,800
2548745,3649,800
2550496,3654,800
2552236,3659,800
2553980,3665,800
2555725,3670,800
2557473,3675,800
2559217,3680,800
2560961,3685,800
2562704,3690,800
2564453,3696,800
2566198,3701,800
2567942,3706,800
2569682,3711,800
2571426,3716,800
2573167,3722,800
2574911,3727,800
2576653,3732,800
2578397,3737,800
2580137,3742,800
2581881,3747,800
2583623,3753,800
2585368,3758,800
2587108,3763,800
2588852,3768,800
2590597,3773,800
2592346,3779,800
2594086,3784,800
2595830,3789,800
2597574,3794,800
2599319,3799,800
2601060,3804,800
2602803,3810,800
2604547,3815,800
2606291,3820,800
2608032,3825,800
2609778,3830,800
2611526,3836,800
2613270,3841,800
2615011,3846,800
2616758,3851,800
2618501,3856,800
2620245,3861,800
2621985,3866,800
2623733,3872,800
2625481,3877,800
2627225,3882,800
2628965,3887,800
2630712,3892,800
2632459,3897,800
2634207,3903,800
2635948,3908,800
2637691,3913,800
2639432,3918,800
2641180,3923,800
2642920,3928,800
2644664,3934,800
2646408,3939,800
2648151,3944,800
2649892,3949,800
2651636,3954,800
2653378,3960,800
2655122,3965,800
2656862,3970,800
2658611,3975,800
2660354,3980,800
2662097,3986,800
2663838,3991,800
2665583,3996,800
2667325,4001,800
2669071,4006,800
2670812,4012,800
2672561,4017,800
2674303,4022,800
2676048,4027,800
2677792,4032,800
2679542,4038,800
2681283,4043,800
2683027,4048,800
2684768,4053,800
2686516,4058,800
2688257,4063,800
2690000,4069,800
2691745,4074,800
2693496,4079,800
2695236,4084,800
2696980,4089,800
2698725,4094,800
2700473,4100,800
2702216,4105,800
2703960,4110,800
2705704,4115,800
2707455,4120,800
2709199,4126,800
2710943,4131,800
2712683,4136,800
2714428,4141,800
2716172,4146,800
2717916,4151,800
2719658,4157,800
2721404,4162,800
2723144,4167,800
2724888,4172,800
2726629,4177,800
2728374,4182,800
2730114,4188,800
2731858,4193,800
2733605,4198,800
2735353,4203,800
2737094,4208,800
2738838,4213,800
2740580,4219,800
2742326,4224,800
2744068,4229,800
2745812,4234,800
2747557,4239,800
2749302,4244,800
2751043,4250,800
2752792,4255,800
2754536,4260,800
2756280,4265,800
2758021,4270,800
2759767,4276,800
2761512,4281,800
2763255,4286,800
2764996,4291,800
2766743,4296,800
2768491,4302,800
2770235,4307,800
2771975,4312,800
2773723,4317,800
2775468,4322,800
2777215,4328,800
2778956,4333,800
2780703,4338,800
2782449,4343,800
2784197,4348,800
2785938,4353,800
2787682,4359,800
2789424,4364,800
2791172,4369,800
2792912,4374,800
2794658,4379,800
2796399,4384,800
2798143,4390,800
2799884,4395,800
2801628,4400,800
2803369,4405,800
2805112,4410,800
2806853,4415,800
2808602,4421,800
2810346,4426,800
2812090,4431,800
2813830,4436,800
2815578,4441,800
2817320,4446,800
2819065,4452,800
2820809,4457,800
2822558,4462,800
2824299,4467,800
2826044,4472,800
2827784,4478,800
2829534,4483,800
2831275,4488,800
2833019,4493,800
2834761,4498,800
2836511,4504,800
2838252,4509,800
2839996,4514,800
2841740,4519,800
2843491,4524,800
2845231,4529,800
2846975,4535,800
2848720,4540,800
2850467,4545,800
2852212,4550,800
2853956,4555,800
2855700,4561,800
2857449,4566,800
2859194,4571,800
2860938,4576,800
2862678,4581,800
2864424,4587,800
2866164,4592,800
2867908,4597,800
2869650,4602,800
2871394,4607,800
2873135,4612,800
2874879,4617,800
2876621,4622,800
2878368,4628,800
2880108,4633,800
2881852,4638,800
2883597,4643,800
2885346,4648,800
2887086,4654,800
2888830,4659,800
2890574,4664,800
2892319,4669,800
2894060,4674,800
2895803,4680,800
2897547,4685,800
2899291,4690,800
2901032,4695,800
2902778,4700,800
2904527,4705,800
2906271,4711,800
2908011,4716,800
2909759,4721,800
2911507,4726,800
2913251,4731,800
2914992,4736,800
2916739,4741,800
2918488,4747,800
2920232,4752,800
2921972,4757,800
2923720,4762,800
2925465,4767,800
2927212,4772,800
2928953,4778,800
2930700,4783,800
2932441,4788,800
2934190,4793,800
2935930,4798,800
2937674,4804,800
2939416,4809,800
2941160,4814,800
2942901,4819,800
2944646,4824,800
2946388,4830,800
